id,customer_id,employee_id,product_id,transaction_date,quantity,discount_amount,reward_point
40329,1357,13,975,34:51.0,2,0,3.31
40330,542,1,1503,56:47.0,9,0,13.08
40331,864,17,960,17:30.0,2,0,1.48
40332,1478,13,1697,30:57.0,6,0,8.73
40333,1736,17,752,26:38.0,8,0,1.66
40334,1118,4,1884,48:01.0,1,0,0.77
40335,11,20,142,27:07.0,9,0,0.32
40336,1420,1,1701,46:33.0,5,0,9.59
40337,654,17,561,45:55.0,6,0,2.76
40338,1809,1,1326,12:54.0,3,0,4.24
40339,1139,1,1594,10:27.0,6,4.5,7.06
40340,808,10,1335,03:50.0,10,0,16.12
40341,21,13,1799,43:42.0,3,0,0.27
40342,465,20,1579,05:22.0,8,0,12.35
40343,1844,17,163,08:57.0,2,0,2.25
40344,1971,5,853,40:01.0,8,0,3.03
40345,1702,5,455,27:53.0,9,0,6.08
40346,1051,5,644,57:32.0,10,0,11.8
40347,1628,4,1487,40:56.0,7,0,0.65
40348,310,17,1387,19:32.0,3,0,4.65
40349,367,13,1634,49:06.0,8,0,11.58
40350,1230,7,1412,03:40.0,10,0,11.76
40351,992,4,434,06:56.0,7,0,11.3
40352,261,7,1872,51:55.0,9,9.5,0.44
40353,431,7,1626,02:11.0,1,0,1.26
40354,1591,13,815,36:00.0,8,0,10.76
40355,314,10,1461,22:44.0,9,0,14.79
40356,1331,1,114,36:31.0,5,0,9.61
40357,572,5,1076,19:14.0,9,0,1.5
40358,498,5,1988,10:41.0,8,0,5.81
40359,592,5,1680,35:58.0,4,0,6.8
40360,956,10,843,28:04.0,10,0,14.45
40361,1262,4,1447,11:58.0,9,0,10.42
40362,1859,20,48,11:53.0,2,0,0.43
40363,331,1,1117,26:08.0,9,0,15.18
40364,152,10,917,20:32.0,3,9.75,3.95
40365,462,5,177,36:44.0,2,0,0.59
40366,1831,4,1436,54:33.0,2,0,0.58
40367,81,4,139,35:45.0,10,0,16.16
40368,1155,1,342,41:14.0,7,0,4.14
40369,1512,4,1192,07:27.0,3,0,4.31
40370,1484,20,304,47:27.0,6,0,10.42
40371,1883,7,105,05:17.0,2,0,0.65
40372,1485,17,994,25:20.0,7,0,11.08
40373,198,7,1403,03:00.0,1,0,1.8
40374,1817,5,410,18:03.0,1,0,2
40375,1541,5,1097,03:51.0,3,0,5.9
40376,265,5,867,21:27.0,6,0,6.88
40377,1317,7,966,54:49.0,6,0,2.1
40378,1845,20,419,13:18.0,3,2.6,4.94
40379,290,10,768,24:39.0,6,0,9.49
40380,698,7,409,44:46.0,7,0,7.56
40381,1048,20,692,52:50.0,9,0,3.55
40382,1640,17,699,36:31.0,10,0,8.29
40383,155,5,710,10:16.0,5,0,4.13
40384,1453,4,1051,04:03.0,4,0,4.8
40385,1500,1,317,14:41.0,8,0,10.02
40386,1001,10,839,13:37.0,5,0,8.1
40387,245,17,1875,30:27.0,8,0,9.42
40388,389,20,1547,50:48.0,2,0,2.87
40389,561,20,1462,14:24.0,10,0,13.2
40390,31,1,763,50:23.0,2,0,1.93
40391,1148,13,1840,31:31.0,4,0,7.45
40392,493,10,219,22:47.0,5,0,1.43
40393,550,20,188,08:42.0,4,0,5.23
40394,870,2,1091,35:42.0,1,0,1.04
40395,1170,2,1847,53:20.0,2,0,0.75
40396,1339,2,872,52:20.0,6,0,2.57
40397,1059,1,1493,40:20.0,10,0,19.92
40398,1998,13,1654,37:13.0,7,0,1.37
40399,858,20,1062,56:33.0,7,0,7.59
40400,1890,2,538,32:07.0,5,0,0.6
40401,1791,13,1002,33:23.0,10,0,14.26
40402,639,10,373,16:16.0,1,31.84,1.23
40403,698,1,1394,22:31.0,1,0,0.02
40404,742,7,350,26:56.0,10,0,15.49
40405,467,1,530,51:38.0,2,0,0.53
40406,1524,5,569,45:31.0,2,0,3.06
40407,764,2,968,21:22.0,2,0,1.93
40408,1884,1,1001,11:12.0,9,0,1.88
40409,46,13,1787,58:19.0,3,0,3.43
40410,1561,7,1620,42:49.0,2,0,0.79
40411,1980,7,1468,02:35.0,3,0,5.95
40412,1018,1,1109,46:39.0,3,0,2.17
40413,441,1,1048,42:21.0,8,0,2.97
40414,700,7,31,28:00.0,7,0,6.44
40415,1971,7,1942,16:26.0,5,0,7.05
40416,1746,5,1162,20:13.0,10,0,15.74
40417,761,10,288,55:12.0,5,0,1.41
40418,177,5,1747,33:29.0,4,0,4.5
40419,1500,20,1884,37:27.0,3,15.24,1.03
40420,1833,10,333,41:34.0,6,0,2.6
40421,1406,10,1570,03:12.0,10,0,8.23
40422,171,13,1729,22:21.0,6,0,7.97
40423,163,20,263,00:08.0,4,0,5.98
40424,706,4,920,39:37.0,9,20.27,4.74
40425,1682,13,1025,36:25.0,7,0,3.99
40426,1801,13,1893,37:02.0,1,0,1.58
40427,1650,10,723,13:07.0,9,0,12.48
40428,1638,7,1376,53:46.0,1,0,0.49
40429,1826,4,1730,29:20.0,10,0,18.73
40430,798,1,1149,17:57.0,8,37.57,8.54
40431,1818,4,419,42:05.0,4,0,6.92
40432,1534,2,1605,01:31.0,7,0,4.79
40433,132,4,952,58:33.0,4,0,5.05
40434,132,17,1476,42:59.0,6,0,9.88
40435,949,4,1324,48:38.0,3,0,2.21
40436,254,10,1992,49:20.0,4,21.31,6.88
40437,1846,7,1844,49:22.0,5,0,2.93
40438,95,13,508,32:19.0,1,0,0.24
40439,133,7,583,25:09.0,4,0,3.46
40440,507,5,1196,13:30.0,7,0,10.27
40441,900,2,1424,40:34.0,1,0,0.86
40442,1716,10,1773,04:01.0,5,0,3.94
40443,929,13,931,39:40.0,6,0,3
40444,1811,4,331,11:38.0,9,0,9.49
40445,533,10,422,24:49.0,7,0,12.95
40446,728,13,408,50:32.0,6,0,2.46
40447,230,17,1241,11:16.0,4,0,3.95
40448,1044,17,1782,31:38.0,9,0,11.88
40449,2000,2,792,20:36.0,9,16.04,14.34
40450,652,17,789,47:30.0,5,0,5.2
40451,200,20,661,04:04.0,9,0,2.67
40452,854,10,1349,02:05.0,1,0,0.91
40453,1365,7,1801,42:18.0,7,0,10.17
40454,511,1,1979,24:28.0,9,0,4.13
40455,1754,7,88,04:11.0,7,0,1.13
40456,230,5,196,33:42.0,9,0,8.03
40457,143,13,1734,14:57.0,9,0,9.23
40458,1355,1,1360,04:03.0,10,0,19.45
40459,377,10,1554,56:07.0,5,0,5.01
40460,1046,7,972,35:54.0,4,0,7.46
40461,1615,17,1115,41:00.0,9,18.95,12.77
40462,633,17,1883,04:44.0,1,0,1.4
40463,289,4,1223,36:20.0,1,0,1.17
40464,1902,1,1251,04:47.0,8,5.61,1.1
40465,878,4,844,12:10.0,5,0,9.26
40466,1349,1,869,08:07.0,2,0,0.36
40467,1067,4,1118,35:09.0,2,0,0.55
40468,645,1,536,47:36.0,3,0,0.87
40469,451,10,345,49:51.0,1,28.65,0.71
40470,599,17,1055,41:52.0,7,36.16,9.18
40471,1957,4,1817,59:38.0,3,0,3.33
40472,1251,4,1281,18:00.0,10,45.38,0.7
40473,1277,2,1499,40:53.0,10,0,15.73
40474,1586,13,1238,57:54.0,5,0,9.25
40475,982,13,39,05:03.0,9,0,11.11
40476,1861,5,57,40:03.0,5,0,3.61
40477,949,10,819,37:48.0,10,0,13.18
40478,774,20,287,05:18.0,6,0,6.56
40479,771,5,1090,02:50.0,1,0,0.37
40480,1950,20,736,15:02.0,2,0,2.62
40481,1960,7,729,14:46.0,10,0,7.85
40482,1619,1,703,35:32.0,2,0,2.9
40483,1681,10,1893,30:27.0,6,0,8.3
40484,741,4,578,51:35.0,6,0,11.15
40485,1377,1,1726,11:59.0,4,0,5.54
40486,24,2,130,15:36.0,4,0,0.99
40487,600,7,1297,00:37.0,8,0,11.61
40488,267,4,630,19:29.0,2,0,3.03
40489,466,2,1068,22:14.0,9,0,8.35
40490,402,7,1110,00:45.0,3,0,0.51
40491,850,1,1659,49:57.0,9,9.15,0.15
40492,340,10,211,36:28.0,1,0,0
40493,1415,2,1354,33:19.0,7,0,9.75
40494,326,5,1883,53:47.0,7,0,9.62
40495,538,5,140,18:07.0,9,48.77,3.46
40496,1822,10,1937,36:40.0,9,0,0.13
40497,1194,5,956,59:53.0,4,0,3.77
40498,665,20,264,38:58.0,7,0,3.3
40499,1100,7,726,35:19.0,2,0,0.66
40500,925,5,472,54:46.0,10,0,18.73
40501,1135,2,1172,44:19.0,5,0,4.07
40502,906,5,399,00:37.0,8,37.09,15.22
40503,1894,7,48,37:56.0,6,0,10.23
40504,622,13,862,56:12.0,10,0,0.95
40505,1527,2,1535,07:56.0,4,0,7.54
40506,567,17,918,33:36.0,8,0,3.51
40507,1428,20,30,14:38.0,10,10.29,16.75
40508,584,17,1502,41:17.0,8,0,15.71
40509,1804,4,695,10:26.0,2,0,3.13
40510,922,5,36,42:53.0,4,6.17,1.94
40511,13,5,623,36:51.0,4,0,6.82
40512,439,7,981,00:50.0,5,0,7.67
40513,958,1,1777,02:27.0,2,0,3.81
40514,596,7,1614,12:36.0,1,0,0.16
40515,1038,1,923,13:34.0,3,0,5.02
40516,755,17,248,18:19.0,2,0,1.69
40517,842,13,1838,30:12.0,7,0,4.13
40518,989,13,975,39:33.0,2,0,2.68
40519,1243,17,216,05:23.0,1,0,1.09
40520,1241,13,1838,08:52.0,10,0,9.07
40521,685,17,54,36:52.0,9,0,16.71
40522,1833,13,451,11:03.0,2,0,2.47
40523,853,5,649,34:57.0,9,0,17.5
40524,423,2,731,03:15.0,3,0,1.01
40525,102,17,1173,51:16.0,3,0,0.69
40526,1283,4,283,43:57.0,5,0,8.57
40527,1648,7,1047,57:31.0,5,30.08,9.05
40528,1906,5,1775,30:56.0,2,0,1.4
40529,1536,10,1551,41:40.0,8,0,8.44
40530,450,10,1096,58:55.0,1,0,1.99
40531,317,4,648,07:43.0,7,0,7.71
40532,345,4,1711,50:55.0,8,0,3.31
40533,1871,20,1141,42:51.0,1,0,0.55
40534,460,17,312,16:49.0,7,0,8.49
40535,1266,4,1748,55:51.0,1,3.53,0.77
40536,814,2,123,32:37.0,3,0,3.71
40537,770,2,638,41:36.0,5,0,1.05
40538,1930,7,1181,50:00.0,1,0,1.34
40539,34,4,909,27:35.0,8,0,7.22
40540,1241,4,1828,59:22.0,3,0,4.9
40541,1177,13,944,01:03.0,6,7.43,8.35
40542,1355,2,147,54:11.0,3,0,1.41
40543,1040,13,1076,52:57.0,10,0,19.5
40544,492,17,284,19:22.0,2,0,0.95
40545,1875,10,1961,32:47.0,10,0,9.53
40546,732,4,1648,30:21.0,1,45.84,1
40547,23,17,290,47:03.0,1,0,1.96
40548,1978,7,899,27:57.0,2,7.3,2.77
40549,1709,4,128,29:37.0,10,0,5.21
40550,184,2,1058,58:34.0,8,0,3.17
40551,1908,2,1883,08:33.0,2,0,0.09
40552,1077,2,1985,03:40.0,4,0,1.97
40553,1973,10,194,09:42.0,3,0,4.31
40554,497,1,586,37:01.0,2,0,2.37
40555,973,5,1449,33:07.0,1,0,0.83
40556,516,5,1199,21:39.0,9,0,17.9
40557,371,13,11,41:06.0,5,0,3.52
40558,687,5,1421,03:17.0,7,0,6.57
40559,937,17,1799,55:55.0,9,0,6.68
40560,1899,5,138,52:52.0,7,0,11.17
40561,1161,2,386,14:41.0,8,0,9.77
40562,875,4,260,25:56.0,2,0,3.33
40563,1464,1,387,33:33.0,3,0,0.6
40564,1767,10,1514,09:46.0,6,3.79,3.86
40565,1941,10,949,03:16.0,3,0,2.71
40566,808,13,458,41:09.0,9,0,0.52
40567,363,10,654,25:50.0,2,0,0.03
40568,521,13,1482,24:11.0,7,0,2.99
40569,578,5,1718,45:49.0,4,0,2.44
40570,619,1,700,28:36.0,2,0,0.73
40571,1923,13,676,05:10.0,7,0,2.97
40572,1013,20,714,59:16.0,3,0,5.48
40573,217,4,1705,46:25.0,4,0,4.95
40574,1320,13,1900,39:19.0,2,0,0.18
40575,572,2,1695,08:23.0,7,0,9.04
40576,173,10,1829,28:31.0,8,0,7.46
40577,489,1,240,13:15.0,4,0,1.67
40578,47,7,1684,29:16.0,1,0,1.55
40579,36,20,864,50:59.0,2,4.8,3.46
40580,357,20,1921,14:18.0,4,0,6.87
40581,98,20,1403,04:15.0,6,20.43,0.94
40582,616,20,63,11:45.0,3,0,1.64
40583,1855,1,616,45:23.0,8,0,4.72
40584,685,10,337,19:12.0,10,0,19.07
40585,972,4,1295,06:37.0,6,21.62,8.05
40586,1988,20,25,46:57.0,7,0,6.04
40587,1738,13,487,26:49.0,9,0,5.07
40588,1903,7,777,44:11.0,7,22.39,7.8
40589,1888,20,1770,00:32.0,7,0,6.96
40590,1394,20,1155,26:34.0,3,0,1.56
40591,421,5,298,20:49.0,7,0,10.07
40592,1431,7,1482,31:40.0,9,0,10.69
40593,185,13,274,41:10.0,6,0,7.1
40594,1642,7,1962,45:40.0,3,0,5.17
40595,189,13,29,40:37.0,7,0,3.69
40596,378,13,1356,40:13.0,9,0,13.97
40597,859,10,1958,36:21.0,2,0,0.33
40598,1929,5,629,32:35.0,2,13.08,3.74
40599,1879,13,689,40:00.0,8,0,1.52
40600,1779,17,1427,07:20.0,8,48.87,1.37
40601,81,1,316,42:47.0,6,0,7.76
40602,1652,4,567,25:29.0,3,0,0.88
40603,1849,7,1273,04:06.0,7,0,13.14
40604,1847,10,645,31:52.0,9,0,4.8
40605,856,17,272,00:19.0,6,0,9.26
40606,550,13,1643,57:19.0,6,0,2.18
40607,855,2,892,00:47.0,10,0,15.79
40608,1224,7,1396,25:16.0,6,0,4.28
40609,146,1,1833,20:12.0,5,0,4.94
40610,1913,7,762,14:37.0,1,0,0.84
40611,1045,20,1995,36:37.0,1,0,0.61
40612,1482,17,1034,03:55.0,9,0,16.52
40613,84,4,450,40:37.0,3,0,1.29
40614,1066,13,90,31:20.0,8,0,5.48
40615,11,7,554,40:40.0,4,0,6.6
40616,678,5,153,38:24.0,7,0,4
40617,1815,1,1733,11:24.0,9,0,15.99
40618,175,7,1488,42:55.0,3,0,2.61
40619,1345,4,1106,45:40.0,6,0,1.16
40620,1459,2,1704,54:18.0,9,15.68,3.94
40621,1375,20,69,49:01.0,8,0,13.72
40622,1135,17,1389,17:19.0,9,0,6.02
40623,802,4,911,54:45.0,1,0,1.09
40624,1211,10,426,42:39.0,7,0,5.73
40625,883,5,177,10:46.0,4,0,0.73
40626,1450,13,1695,31:17.0,2,0,0.56
40627,1844,13,976,12:24.0,9,17.13,0.55
40628,620,20,1304,44:09.0,1,0,0.81
40629,1478,4,1865,48:23.0,8,0,10.4
40630,1483,1,1153,32:56.0,7,0,2.31
40631,1433,2,746,53:17.0,7,13.38,11.14
40632,1224,17,794,30:05.0,1,0,1.77
40633,1721,2,343,15:43.0,3,0,0.69
40634,1993,20,637,27:29.0,8,0,12.02
40635,635,4,174,31:27.0,7,0,8.33
40636,639,20,1632,58:12.0,5,0,4.44
40637,1154,20,1941,52:59.0,10,0,7.62
40638,246,1,1588,33:26.0,5,0,0.38
40639,1227,20,279,30:37.0,6,0,0.54
40640,1916,1,150,06:08.0,8,0,10.72
40641,27,20,1793,29:59.0,4,0,4.35
40642,543,4,1533,14:07.0,6,22.21,11.67
40643,216,20,902,27:12.0,3,0,4.57
40644,1074,13,673,39:35.0,8,0,9.94
40645,1329,4,951,25:45.0,1,0,0.46
40646,849,10,1980,29:48.0,1,0,1.02
40647,1849,5,1282,04:25.0,8,0,13.74
40648,450,17,1792,27:26.0,8,0,13.74
40649,1632,7,1945,11:55.0,5,0,7.16
40650,1604,10,957,39:28.0,5,0,6.09
40651,269,2,1629,58:42.0,1,35.67,0.39
40652,303,20,1694,25:40.0,4,0,1.41
40653,1624,5,716,03:14.0,3,0,0.02
40654,47,5,932,18:33.0,2,0,1.47
40655,1967,13,207,21:28.0,7,0,1.43
40656,149,13,1970,28:54.0,8,0,10.49
40657,404,5,1682,06:39.0,7,0,1.34
40658,883,20,439,45:44.0,4,0,0.96
40659,226,5,389,35:54.0,8,44.61,11.59
40660,1535,20,753,59:28.0,5,0,3.17
40661,1616,2,975,10:04.0,9,40.41,16.64
40662,1342,13,1111,53:21.0,8,0,5.13
40663,1612,7,1959,32:41.0,1,0,0.34
40664,897,10,1501,14:07.0,4,0,3.44
40665,396,2,571,31:02.0,10,0,12.16
40666,1552,1,1370,34:16.0,2,16.01,0.39
40667,1013,4,876,22:31.0,3,0,3.79
40668,1994,5,1777,21:02.0,10,0,2.41
40669,695,7,1979,17:40.0,8,0,15.14
40670,1032,2,1324,24:56.0,4,0,6.71
40671,1531,1,1160,24:34.0,8,0,4.88
40672,620,7,857,23:23.0,4,0,6.23
40673,1263,7,1332,54:06.0,6,0,1.4
40674,1578,7,1765,37:44.0,1,0,0.39
40675,1092,4,614,49:00.0,4,0,6.69
40676,658,13,1001,13:21.0,6,30.92,9.11
40677,25,10,1900,02:19.0,9,0,14.66
40678,581,7,890,00:37.0,8,0,0.17
40679,953,4,1120,38:36.0,5,29.84,1.23
40680,897,10,240,33:20.0,10,0,9.82
40681,361,10,35,50:23.0,7,0,8.88
40682,66,7,1152,53:28.0,2,0,1.57
40683,1947,13,818,30:08.0,10,0,16.1
40684,736,7,1953,09:15.0,2,0,1.43
40685,449,13,132,00:13.0,9,0,1.96
40686,1111,13,1015,04:50.0,5,0,1.41
40687,514,7,1086,58:49.0,4,0,4.5
40688,809,10,144,32:56.0,5,0,6.24
40689,963,2,1372,47:00.0,8,0,13.57
40690,249,13,1748,04:18.0,7,0,11.66
40691,1987,10,1510,29:19.0,3,0,1.35
40692,1583,20,739,18:16.0,6,0,0.61
40693,1763,10,710,51:03.0,8,0,14.49
40694,470,10,1821,20:22.0,5,0,7.26
40695,684,4,65,00:28.0,10,8.34,19.68
40696,1002,20,1969,49:49.0,9,0,4.75
40697,1734,13,123,02:03.0,9,0,14.21
40698,77,5,1840,26:08.0,2,0,0.39
40699,1135,5,14,44:13.0,3,0,1.5
40700,1404,17,112,33:25.0,9,0,12.99
40701,790,17,922,52:14.0,1,0,0.05
40702,726,7,1699,09:33.0,2,14.83,0.26
40703,61,4,289,36:28.0,3,0,2.96
40704,526,5,1161,13:00.0,5,0,2.8
40705,1383,13,385,18:17.0,10,0,16.83
40706,481,4,848,10:27.0,3,0,1.94
40707,1067,10,572,39:45.0,10,0,17.96
40708,1052,1,243,33:53.0,6,0,8.65
40709,339,10,1530,24:53.0,7,0,7.34
40710,709,10,834,56:10.0,6,0,5.6
40711,1375,13,1183,13:47.0,4,0,4.31
40712,432,7,833,01:43.0,6,0,7.21
40713,1787,5,1758,24:44.0,6,1.94,2.65
40714,153,2,1955,32:47.0,10,0,5.31
40715,1619,20,221,08:42.0,5,0,8.31
40716,1087,13,255,38:28.0,2,0,3.62
40717,413,7,363,44:06.0,5,0,4.58
40718,399,5,883,01:32.0,9,0,5.48
40719,1128,4,628,12:11.0,4,0,7.6
40720,1140,13,1220,27:48.0,9,0,0.81
40721,633,10,579,47:49.0,1,0,1.57
40722,719,7,1090,55:07.0,10,0,9.38
40723,1002,20,718,35:41.0,8,0,11.8
40724,1299,2,1700,34:54.0,8,0,0.85
40725,1356,1,103,15:49.0,5,0,8.64
40726,1254,7,1524,03:20.0,3,15.72,2.26
40727,163,7,135,32:10.0,9,12.15,5.67
40728,953,4,1423,09:03.0,8,0,1.25
40729,405,17,1866,09:12.0,3,0,5.18
40730,1895,2,1733,45:35.0,10,0,4.62
40731,1142,4,523,53:42.0,4,0,5.66
40732,174,20,356,04:35.0,8,0,0.63
40733,1781,5,802,42:30.0,3,0,1.05
40734,1477,10,694,28:48.0,7,0,6.83
40735,636,4,1054,57:43.0,6,0,0.66
40736,461,7,1932,54:26.0,10,0,17.27
40737,307,10,215,23:51.0,4,0,4.64
40738,50,10,1831,04:29.0,2,0,1.13
40739,1959,4,261,19:59.0,6,0,9.62
40740,678,20,1927,26:59.0,1,3.43,0.56
40741,1091,1,1144,06:21.0,4,0,1.3
40742,949,7,1108,22:01.0,5,4.61,5.6
40743,830,2,1547,39:11.0,7,0,11.39
40744,1983,2,79,01:05.0,5,0,3.41
40745,329,20,711,22:10.0,4,15.68,5.06
40746,1125,4,866,45:10.0,7,0,8.62
40747,226,4,419,48:53.0,4,0,5.71
40748,1734,7,1035,14:08.0,4,0,3.96
40749,974,2,1766,59:12.0,1,0,0.41
40750,86,2,967,32:46.0,6,0,8.6
40751,57,13,766,23:22.0,9,0,15.23
40752,1181,13,1727,24:28.0,10,0,18.62
40753,418,5,1101,31:57.0,8,0,8.14
40754,492,13,1187,13:05.0,5,0,6.76
40755,1192,1,1039,15:05.0,7,0,7.96
40756,1817,5,972,40:03.0,6,0,8.46
40757,1450,20,1731,52:21.0,7,0,9.16
40758,1493,13,579,35:19.0,5,0,4.64
40759,201,4,209,27:28.0,2,0,0.23
40760,1785,1,1991,06:49.0,9,0,2.25
40761,972,4,128,37:40.0,4,0,3
40762,473,7,65,08:08.0,3,40.38,3.31
40763,120,2,1375,24:32.0,7,0,4.51
40764,1895,5,566,29:03.0,2,0,3.22
40765,1716,20,1041,23:00.0,7,0,3.2
40766,691,7,1871,39:36.0,2,0,1.12
40767,663,10,1404,51:57.0,8,0,2.94
40768,1968,4,892,24:50.0,5,0,5.23
40769,1613,20,205,26:31.0,5,0,2.42
40770,1212,13,937,41:01.0,2,0,0.65
40771,1299,13,67,14:27.0,9,0,1.4
40772,708,1,459,02:59.0,3,0,3.11
40773,1556,13,632,59:11.0,9,0,10.25
40774,1223,20,1605,32:10.0,5,0,0.71
40775,437,10,134,45:35.0,1,24.82,1.73
40776,764,20,1391,33:43.0,2,0,0.03
40777,1321,17,990,22:36.0,7,0,13.53
40778,821,4,1023,50:50.0,10,0,17.38
40779,1863,4,255,44:52.0,6,0,0.53
40780,1829,10,1326,08:34.0,8,0,4.76
40781,1955,2,309,11:08.0,2,0,0.61
40782,1486,1,174,43:43.0,9,49.24,12.53
40783,1574,20,327,49:31.0,1,0,1.58
40784,372,4,687,12:51.0,4,0,5.9
40785,1270,1,245,16:36.0,7,0,8.27
40786,1843,4,930,20:31.0,1,0,1.52
40787,1060,4,1235,31:16.0,9,39.62,13.06
40788,1801,5,1892,46:20.0,3,0,1.14
40789,210,4,1370,33:50.0,7,29.27,8.19
40790,1583,17,1283,08:42.0,5,0,2.66
40791,1520,7,304,22:10.0,3,0,3.17
40792,708,7,1882,15:38.0,5,0,3.79
40793,1121,5,1270,38:16.0,6,0,6.54
40794,1904,7,585,43:10.0,6,0,10.64
40795,158,10,1083,27:50.0,5,0,5.34
40796,1130,10,1041,49:31.0,8,0,11.02
40797,1436,1,1032,25:31.0,7,0,4.59
40798,1125,1,1571,32:48.0,6,30.89,5.07
40799,1882,13,1096,27:41.0,8,0,6.91
40800,1113,1,162,06:26.0,10,0,8.53
40801,1854,4,402,11:55.0,6,0,4.92
40802,550,13,1346,51:51.0,6,0,0.62
40803,955,10,321,05:23.0,8,0,8.43
40804,1719,4,1047,53:12.0,8,0,7.9
40805,1634,1,264,15:14.0,7,0,13.3
40806,1944,1,1135,44:18.0,10,0,13.57
40807,259,5,295,02:11.0,10,0,8.85
40808,1744,5,1838,33:55.0,6,0,10.65
40809,1497,1,1214,27:16.0,8,1.92,10.38
40810,410,20,1003,43:06.0,8,0,0.94
40811,652,2,871,11:50.0,2,0,3.88
40812,818,2,722,31:16.0,4,0,1.74
40813,285,7,1339,20:58.0,3,0,3.01
40814,620,5,1245,09:39.0,7,0,2.26
40815,1237,20,353,36:35.0,2,0,0.81
40816,852,1,960,12:12.0,2,0,1.88
40817,1147,17,2,47:01.0,1,0,1.8
40818,1167,2,358,53:18.0,5,0,0.38
40819,1859,10,1561,06:39.0,6,42.05,9.65
40820,1644,17,1351,02:01.0,9,0,17.47
40821,645,2,1359,13:39.0,4,0,0.92
40822,215,10,1321,05:55.0,5,18.44,9.73
40823,115,1,845,16:01.0,7,0,6.99
40824,1452,20,356,10:06.0,8,38.15,8.94
40825,1814,7,176,56:21.0,6,0,7.94
40826,361,17,1742,48:18.0,6,0,6.39
40827,495,7,1245,51:26.0,4,0,7.5
40828,1284,7,734,52:12.0,5,0,0.2
40829,1014,13,250,02:31.0,2,0,0.33
40830,410,4,878,07:40.0,3,13.12,0.27
40831,1954,10,1676,47:03.0,9,15.38,1.92
40832,1407,13,1320,23:20.0,2,0,0.55
40833,1655,13,1114,27:39.0,9,0,8.73
40834,1886,4,1830,04:19.0,4,0,6.22
40835,584,5,651,00:54.0,3,0,4.27
40836,364,7,1419,36:05.0,10,0,17.69
40837,1720,10,976,27:22.0,4,0,1.02
40838,1949,20,1762,49:21.0,10,0,14.62
40839,690,10,1236,55:43.0,1,19.12,0.7
40840,967,20,90,01:40.0,9,0,3.84
40841,998,5,1897,07:41.0,6,0,3.29
40842,1048,10,664,48:17.0,7,0,3.25
40843,853,7,920,34:06.0,10,0,11.47
40844,965,17,1398,58:15.0,1,0,1.99
40845,1776,2,285,35:11.0,1,0,0.45
40846,1995,4,1305,03:03.0,4,0,4.73
40847,828,1,1420,27:31.0,7,0,6.61
40848,1967,20,1568,39:29.0,10,0,13.96
40849,7,13,1905,51:14.0,8,26.3,6.1
40850,1956,7,1510,12:31.0,7,0,6.74
40851,1424,4,1662,43:02.0,3,35.18,4.81
40852,1814,10,812,57:26.0,1,0,1.2
40853,681,2,1547,46:48.0,8,0,10.94
40854,1929,7,632,39:28.0,10,0,2.29
40855,1849,5,571,17:17.0,1,0,1.98
40856,1481,2,1651,05:54.0,3,0,2.76
40857,1661,1,94,34:23.0,3,0,4.07
40858,621,2,1048,20:41.0,5,0,2.65
40859,6,20,939,58:51.0,6,0,3.64
40860,1642,2,1510,26:19.0,5,48.3,6.82
40861,663,1,562,51:19.0,9,11.92,1.04
40862,897,1,275,16:03.0,1,0,1.35
40863,561,7,1607,15:11.0,2,0,1.36
40864,954,4,1253,36:35.0,7,0,10.13
40865,409,13,903,03:21.0,2,0,0.34
40866,1915,17,1215,53:26.0,7,0,9.68
40867,16,2,753,22:22.0,1,0,1.46
40868,1544,17,590,12:12.0,2,0,3.52
40869,1512,17,1197,26:04.0,1,0,1.42
40870,470,7,945,21:52.0,5,0,2.62
40871,253,20,1787,40:45.0,5,0,0.09
40872,1110,20,1731,05:49.0,3,29.47,0.69
40873,717,1,1770,21:54.0,8,0,4.67
40874,1476,7,261,08:40.0,4,0,6.75
40875,1476,7,845,25:27.0,7,0,4.02
40876,1353,7,1545,03:07.0,5,0,4.1
40877,1747,7,1342,35:18.0,1,0,1.16
40878,362,4,763,45:35.0,5,0,2.67
40879,412,20,652,41:04.0,10,0,16.53
40880,854,7,870,02:24.0,4,0,0.89
40881,577,4,1297,08:05.0,5,22.69,1.63
40882,421,1,1713,24:19.0,9,0,7.21
40883,1998,1,1169,13:12.0,10,0,12.04
40884,1615,5,393,05:06.0,10,0,3
40885,1016,10,1213,04:01.0,3,0,3.22
40886,517,17,1588,49:40.0,5,35.63,4.28
40887,248,5,858,46:19.0,7,0,8.51
40888,526,4,1435,20:14.0,10,0,9.83
40889,1253,20,662,05:35.0,6,0,9.03
40890,1472,5,352,48:20.0,7,0,13.12
40891,397,10,878,32:47.0,5,40.32,9.81
40892,1188,7,971,28:50.0,2,0,0
40893,970,1,7,25:16.0,1,0,1.71
40894,1207,5,1826,16:05.0,9,0,7.65
40895,1312,20,1888,37:48.0,7,34.05,3.67
40896,1299,4,223,50:05.0,9,0,1.96
40897,1001,20,289,06:58.0,7,0,3.5
40898,337,13,220,27:49.0,10,0,13.55
40899,282,20,790,05:26.0,9,0,7.77
40900,1940,4,1880,33:19.0,4,0,7.43
40901,193,4,635,47:52.0,6,0,8.29
40902,367,4,528,00:02.0,2,0,3.93
40903,338,13,876,04:08.0,10,0,0.72
40904,300,13,616,54:52.0,1,0,1.86
